first_name,last_name,email,phone,employee_code,job_title,hire_date,salary,currency,country_code,department_code,active
Luana,Frami,luana.frami.503@example.com,(103) 457-0387,EMP-10503,System Administrator,2016-10-14,105559,EUR,DE,LEG,true
Cicely,McClure,cicely.mcclure.504@example.com,(805) 082-1294,EMP-10504,System Administrator,2025-07-05,193395,JPY,JP,MKT,true
German,Schuppe,german.schuppe.505@example.com,643-175-6144,EMP-10505,HR Specialist,2025-06-25,156856,GBP,UK,FIN,true
Arlen,Mann,arlen.mann.506@example.com,682 736 6284,EMP-10506,Marketing Coordinator,2017-03-08,107174,CAD,CA,SAL,true
Earnest,Dietrich,earnest.dietrich.507@example.com,728.335.6668,EMP-10507,Marketing Coordinator,2022-05-20,146715,CAD,CA,OPS,true
Kurtis,Thompson,kurtis.thompson.508@example.com,168 925 9099,EMP-10508,Marketing Coordinator,2019-01-03,185643,GBP,UK,MKT,true
Antone,Collins,antone.collins.509@example.com,(402) 788-9865,EMP-10509,Legal Counsel,2019-11-24,184434,INR,IN,IT,true
Mickey,Ernser,mickey.ernser.510@example.com,(131) 028-4743,EMP-10510,Software Engineer,2017-01-30,174560,INR,IN,SAL,true
Nellie,Jones,nellie.jones.511@example.com,482-413-2383,EMP-10511,System Administrator,2025-10-13,159651,AUD,AU,IT,true
Sherika,Graham,sherika.graham.512@example.com,879.807.6408,EMP-10512,Legal Counsel,2019-08-05,93059,AUD,AU,LEG,true
Pamila,Brown,pamila.brown.513@example.com,(590) 909-7532,EMP-10513,DevOps Engineer,2020-11-10,176084,AUD,AU,IT,true
Cole,Schamberger,cole.schamberger.514@example.com,(636) 388-5961,EMP-10514,Software Engineer,2022-12-10,87682,AUD,AU,HR,true
Shayne,Renner,shayne.renner.515@example.com,(877) 795-9298,EMP-10515,Product Manager,2022-11-07,58301,INR,IN,SAL,true
Marcel,Gleichner,marcel.gleichner.516@example.com,729 795 2362,EMP-10516,DevOps Engineer,2019-10-29,199203,INR,IN,LEG,true
Justin,Brown,justin.brown.517@example.com,656-140-7472,EMP-10517,Product Manager,2017-12-13,150895,GBP,UK,LEG,true
Aleshia,Mayer,aleshia.mayer.518@example.com,197-842-2693,EMP-10518,Marketing Coordinator,2016-06-22,124648,AUD,AU,FIN,true
Fred,Trantow,fred.trantow.519@example.com,(459) 118-8942,EMP-10519,Software Engineer,2023-08-21,83820,EUR,DE,ENG,true
Rachael,Ratke,rachael.ratke.520@example.com,200-905-1479,EMP-10520,System Administrator,2022-09-23,59834,AUD,AU,MKT,true
Rick,Kling,rick.kling.521@example.com,156.854.4443,EMP-10521,Marketing Coordinator,2021-11-15,41690,EUR,DE,ENG,true
Jeannetta,Moore,jeannetta.moore.522@example.com,(942) 145-2233,EMP-10522,Data Analyst,2025-02-25,65283,EUR,FR,HR,true
Tuan,Runolfsdottir,tuan.runolfsdottir.523@example.com,(476) 934-5264,EMP-10523,Product Manager,2022-07-10,148905,JPY,JP,FIN,true
Raul,Abernathy,raul.abernathy.524@example.com,366-043-5225,EMP-10524,Data Analyst,2023-02-16,67236,USD,US,IT,true
Carlo,Sauer,carlo.sauer.525@example.com,(683) 153-4517,EMP-10525,Senior Developer,2025-09-19,117924,EUR,FR,OPS,true
Gordon,Barton,gordon.barton.526@example.com,760-333-0526,EMP-10526,HR Specialist,2021-08-11,76897,GBP,UK,MKT,true
Cedrick,Turner,cedrick.turner.527@example.com,587.914.7669,EMP-10527,Legal Counsel,2016-06-07,126465,GBP,UK,SAL,true
Beverly,Miller,beverly.miller.528@example.com,(563) 521-7176,EMP-10528,Senior Developer,2020-03-03,183819,AUD,AU,IT,true
Odell,Roob,odell.roob.529@example.com,648-920-1451,EMP-10529,Senior Developer,2023-01-22,87431,INR,IN,FIN,true
Rey,Hackett,rey.hackett.530@example.com,293 912 4842,EMP-10530,DevOps Engineer,2023-10-30,149355,AUD,AU,MKT,true
Hiram,Buckridge,hiram.buckridge.531@example.com,(991) 563-4247,EMP-10531,DevOps Engineer,2016-08-28,164148,USD,US,SAL,true
Wilson,McCullough,wilson.mccullough.532@example.com,528-092-2954,EMP-10532,System Administrator,2026-01-09,168831,EUR,DE,FIN,true
Patrick,Ritchie,patrick.ritchie.533@example.com,(867) 914-3324,EMP-10533,Software Engineer,2020-04-24,83693,INR,IN,HR,true
Huey,Weissnat,huey.weissnat.534@example.com,464-904-8386,EMP-10534,Sales Representative,2023-11-08,73245,EUR,DE,OPS,true
Lauralee,Friesen,lauralee.friesen.535@example.com,728-807-2779,EMP-10535,Legal Counsel,2025-07-27,128421,EUR,DE,FIN,true
Matha,Crona,matha.crona.536@example.com,(474) 875-1509,EMP-10536,HR Specialist,2019-03-20,140729,JPY,JP,ENG,true
Stacy,Huel,stacy.huel.537@example.com,621.492.8418,EMP-10537,Sales Representative,2025-01-22,108442,EUR,FR,IT,true
Lael,Hahn,lael.hahn.538@example.com,422.420.3601,EMP-10538,System Administrator,2017-07-19,159398,EUR,DE,OPS,true
Freddy,Crooks,freddy.crooks.539@example.com,985.088.2629,EMP-10539,Data Analyst,2023-07-16,123982,USD,US,IT,true
Janell,Beahan,janell.beahan.540@example.com,(159) 843-4195,EMP-10540,Marketing Coordinator,2018-06-07,98724,INR,IN,IT,true
Florentina,Kertzmann,florentina.kertzmann.541@example.com,557.999.6132,EMP-10541,DevOps Engineer,2026-03-14,124900,JPY,JP,SAL,true
Emile,Stiedemann,emile.stiedemann.542@example.com,(142) 809-3823,EMP-10542,Data Analyst,2020-04-11,120052,EUR,DE,OPS,true
Olin,Witting,olin.witting.543@example.com,577.033.4743,EMP-10543,Legal Counsel,2025-03-04,180799,USD,US,SAL,true
Kathey,Nitzsche,kathey.nitzsche.544@example.com,667.243.7257,EMP-10544,Legal Counsel,2019-06-29,148065,EUR,FR,FIN,true
Rosario,Conn,rosario.conn.545@example.com,(483) 585-2136,EMP-10545,HR Specialist,2025-10-05,174456,CAD,CA,MKT,true
Leo,Block,leo.block.546@example.com,130-258-2448,EMP-10546,Marketing Coordinator,2023-09-01,196890,JPY,JP,SAL,true
Melia,Towne,melia.towne.547@example.com,647.146.2782,EMP-10547,Legal Counsel,2017-08-04,151992,CAD,CA,HR,true
Dannie,Bogan,dannie.bogan.548@example.com,(767) 886-1360,EMP-10548,Software Engineer,2017-06-05,165296,CAD,CA,ENG,true
Fredric,Collins,fredric.collins.549@example.com,980 462 5304,EMP-10549,Senior Developer,2021-12-02,192022,AUD,AU,LEG,true
Lazaro,Hamill,lazaro.hamill.550@example.com,(866) 226-0272,EMP-10550,Product Manager,2022-03-17,103542,EUR,DE,HR,true
Isabel,Krajcik,isabel.krajcik.551@example.com,294.871.5939,EMP-10551,Marketing Coordinator,2023-06-20,163526,EUR,DE,FIN,false
Sanford,Stark,sanford.stark.552@example.com,(265) 354-2994,EMP-10552,DevOps Engineer,2016-05-19,132044,GBP,UK,MKT,true
Jess,Bogan,jess.bogan.553@example.com,712.520.2959,EMP-10553,Data Analyst,2021-10-06,177519,INR,IN,ENG,true
Elisha,Schaden,elisha.schaden.554@example.com,506 337 0387,EMP-10554,Marketing Coordinator,2023-08-06,144454,CAD,CA,FIN,true
Alyse,Hegmann,alyse.hegmann.555@example.com,860-643-6558,EMP-10555,Product Manager,2024-10-04,88933,INR,IN,HR,true
Lonnie,Renner,lonnie.renner.556@example.com,(420) 597-8508,EMP-10556,Data Analyst,2019-01-17,60120,USD,US,HR,true
Issac,Waters,issac.waters.557@example.com,790-979-4092,EMP-10557,Legal Counsel,2023-08-11,114539,CAD,CA,SAL,true
Leo,Kihn,leo.kihn.558@example.com,(509) 663-8027,EMP-10558,System Administrator,2023-10-23,198184,JPY,JP,MKT,true
Nichole,Pagac,nichole.pagac.559@example.com,365 847 9022,EMP-10559,Data Analyst,2025-03-30,104795,EUR,DE,FIN,true
Joaquin,Mayer,joaquin.mayer.560@example.com,417 827 7246,EMP-10560,Software Engineer,2026-03-08,100239,EUR,FR,IT,true
Ed,Upton,ed.upton.561@example.com,680.648.0101,EMP-10561,Sales Representative,2019-11-17,69465,USD,US,SAL,true
Roscoe,Rolfson,roscoe.rolfson.562@example.com,176.780.3506,EMP-10562,Senior Developer,2025-02-05,102781,JPY,JP,IT,true
Pasty,Roberts,pasty.roberts.563@example.com,575-341-6280,EMP-10563,System Administrator,2021-07-12,92837,USD,US,OPS,true
Stuart,Bashirian,stuart.bashirian.564@example.com,380 819 3101,EMP-10564,System Administrator,2024-02-03,197263,GBP,UK,OPS,true
Theron,Sanford,theron.sanford.565@example.com,(509) 051-6607,EMP-10565,Data Analyst,2024-07-14,118644,USD,US,MKT,true
Micah,Herman,micah.herman.566@example.com,558 728 8249,EMP-10566,DevOps Engineer,2021-08-09,45794,JPY,JP,OPS,true
Nikita,Kiehn,nikita.kiehn.567@example.com,598.296.1517,EMP-10567,Legal Counsel,2019-01-08,121914,GBP,UK,OPS,true
Shalon,Douglas,shalon.douglas.568@example.com,547 109 9512,EMP-10568,Marketing Coordinator,2017-03-18,109453,USD,US,LEG,true
Major,Yundt,major.yundt.569@example.com,801-221-2482,EMP-10569,Software Engineer,2016-05-22,111449,EUR,FR,IT,true
Buddy,Walter,buddy.walter.570@example.com,867-552-0866,EMP-10570,Data Analyst,2022-01-09,189446,GBP,UK,FIN,true
Wally,Corwin,wally.corwin.571@example.com,(154) 766-5313,EMP-10571,DevOps Engineer,2019-04-06,148270,USD,US,SAL,true
Martin,Swift,martin.swift.572@example.com,(333) 002-0988,EMP-10572,Data Analyst,2020-09-17,175666,EUR,DE,MKT,true
Cristopher,Koch,cristopher.koch.573@example.com,115-967-9547,EMP-10573,DevOps Engineer,2022-08-22,157590,GBP,UK,IT,true
Retta,Kunde,retta.kunde.574@example.com,935.721.5530,EMP-10574,System Administrator,2020-07-05,100822,USD,US,ENG,true
Rex,Hilll,rex.hilll.575@example.com,927 519 4443,EMP-10575,DevOps Engineer,2020-05-18,125168,GBP,UK,LEG,true
Sammie,Bogisich,sammie.bogisich.576@example.com,428-015-0694,EMP-10576,Legal Counsel,2018-06-03,104880,AUD,AU,FIN,true
Princess,Schulist,princess.schulist.577@example.com,908.689.0012,EMP-10577,Product Manager,2023-03-31,147562,EUR,DE,OPS,true
Christian,Boyle,christian.boyle.578@example.com,(761) 236-0218,EMP-10578,Senior Developer,2017-01-31,147738,INR,IN,MKT,true
Mason,Hills,mason.hills.579@example.com,795.564.3601,EMP-10579,HR Specialist,2025-09-15,91950,GBP,UK,HR,true
Kimbery,Sanford,kimbery.sanford.580@example.com,832.900.6214,EMP-10580,DevOps Engineer,2026-01-25,84105,USD,US,IT,true
Numbers,Waelchi,numbers.waelchi.581@example.com,596-792-2693,EMP-10581,Marketing Coordinator,2025-07-18,90069,AUD,AU,IT,true
Noriko,Kilback,noriko.kilback.582@example.com,539-543-8720,EMP-10582,System Administrator,2018-08-10,65742,JPY,JP,LEG,true
Darryl,Lemke,darryl.lemke.583@example.com,(626) 788-3755,EMP-10583,Senior Developer,2025-09-04,73904,AUD,AU,SAL,true
Shaunna,Wyman,shaunna.wyman.584@example.com,708.913.1347,EMP-10584,DevOps Engineer,2016-11-02,157412,CAD,CA,FIN,true
Denyse,Kulas,denyse.kulas.585@example.com,(154) 369-6562,EMP-10585,Marketing Coordinator,2023-10-12,194916,USD,US,OPS,true
Ferne,Schoen,ferne.schoen.586@example.com,404.831.1152,EMP-10586,Data Analyst,2017-10-06,86486,GBP,UK,ENG,true
Reagan,Waters,reagan.waters.587@example.com,890.787.3033,EMP-10587,Data Analyst,2022-12-03,41394,INR,IN,HR,true
Janett,Barton,janett.barton.588@example.com,635 648 9628,EMP-10588,DevOps Engineer,2020-05-12,177561,EUR,DE,FIN,true
Fred,Purdy,fred.purdy.589@example.com,(424) 505-0025,EMP-10589,Software Engineer,2020-06-10,139280,EUR,DE,SAL,true
Svetlana,Schamberger,svetlana.schamberger.590@example.com,720.418.4238,EMP-10590,HR Specialist,2026-04-09,129316,EUR,FR,LEG,true
Wilson,Schoen,wilson.schoen.591@example.com,740-729-4389,EMP-10591,Data Analyst,2024-03-22,107306,JPY,JP,HR,true
Johnathan,Lowe,johnathan.lowe.592@example.com,554 083 4476,EMP-10592,HR Specialist,2020-12-24,196848,CAD,CA,ENG,true
Miquel,Hamill,miquel.hamill.593@example.com,484 530 2919,EMP-10593,Data Analyst,2020-12-22,101773,JPY,JP,LEG,true
Tomi,Fay,tomi.fay.594@example.com,557 759 0995,EMP-10594,Senior Developer,2017-07-31,181516,JPY,JP,SAL,true
Clint,Jenkins,clint.jenkins.595@example.com,(350) 473-8081,EMP-10595,DevOps Engineer,2024-08-17,193366,INR,IN,OPS,true
Emmanuel,Lemke,emmanuel.lemke.596@example.com,388-615-5742,EMP-10596,Product Manager,2025-05-31,74885,EUR,DE,SAL,true
Fairy,Hagenes,fairy.hagenes.597@example.com,459 080 1593,EMP-10597,DevOps Engineer,2020-04-02,150275,EUR,DE,IT,true
Benton,Jacobson,benton.jacobson.598@example.com,(781) 616-3666,EMP-10598,System Administrator,2018-11-10,118350,USD,US,IT,true
Willetta,Marquardt,willetta.marquardt.599@example.com,324 982 9356,EMP-10599,Data Analyst,2019-07-01,86008,EUR,DE,MKT,true
Vertie,O'Keefe,vertie.o'keefe.600@example.com,976 152 8853,EMP-10600,System Administrator,2021-03-20,89554,EUR,FR,LEG,true
Cira,Hegmann,cira.hegmann.601@example.com,(625) 606-7327,EMP-10601,DevOps Engineer,2019-08-23,96362,GBP,UK,FIN,true
Narcisa,Hermann,narcisa.hermann.602@example.com,990 350 3816,EMP-10602,Sales Representative,2017-11-07,120654,JPY,JP,FIN,true
Nidia,White,nidia.white.603@example.com,(134) 100-0299,EMP-10603,DevOps Engineer,2020-02-19,103598,EUR,FR,OPS,true
Kenny,Cassin,kenny.cassin.604@example.com,(983) 268-2015,EMP-10604,Product Manager,2020-04-08,199725,EUR,FR,SAL,true
Gwyn,Jacobson,gwyn.jacobson.605@example.com,839-296-0437,EMP-10605,HR Specialist,2025-07-06,183850,USD,US,MKT,true
Brock,Schiller,brock.schiller.606@example.com,868-891-8643,EMP-10606,Software Engineer,2021-05-27,170334,GBP,UK,MKT,true
Lyman,Blick,lyman.blick.607@example.com,485 791 8837,EMP-10607,DevOps Engineer,2026-01-13,112636,EUR,FR,ENG,true
Ivan,Schneider,ivan.schneider.608@example.com,(747) 925-8896,EMP-10608,Legal Counsel,2023-10-10,139832,EUR,DE,HR,true
Efren,Johns,efren.johns.609@example.com,589-653-9612,EMP-10609,Legal Counsel,2017-06-12,146640,JPY,JP,ENG,true
Maegan,Pagac,maegan.pagac.610@example.com,(707) 586-9588,EMP-10610,Data Analyst,2017-11-14,180245,EUR,FR,LEG,true
Maisie,Schiller,maisie.schiller.611@example.com,555.347.5578,EMP-10611,Marketing Coordinator,2024-08-06,172360,EUR,DE,FIN,true
Greg,Larkin,greg.larkin.612@example.com,(558) 029-0678,EMP-10612,DevOps Engineer,2024-10-05,171098,EUR,DE,OPS,true
Cordell,Lynch,cordell.lynch.613@example.com,551.438.5009,EMP-10613,DevOps Engineer,2018-08-26,124660,EUR,DE,SAL,true
Elvis,Swift,elvis.swift.614@example.com,204.133.6417,EMP-10614,Senior Developer,2022-07-20,60894,AUD,AU,OPS,true
Concetta,Klein,concetta.klein.615@example.com,366-854-1622,EMP-10615,System Administrator,2020-01-14,43517,CAD,CA,ENG,true
Augustus,Hane,augustus.hane.616@example.com,216 163 6367,EMP-10616,Software Engineer,2025-09-03,191836,AUD,AU,MKT,true
Una,Gorczany,una.gorczany.617@example.com,177-854-5169,EMP-10617,System Administrator,2025-07-27,119108,EUR,DE,IT,true
Tracey,Morar,tracey.morar.618@example.com,328 811 6773,EMP-10618,Data Analyst,2025-06-23,84753,CAD,CA,FIN,true
Efren,Monahan,efren.monahan.619@example.com,642 627 0259,EMP-10619,Senior Developer,2026-01-15,126166,USD,US,IT,true
Len,Ledner,len.ledner.620@example.com,195.717.3529,EMP-10620,Senior Developer,2025-08-03,180929,EUR,FR,HR,true
Stacy,Heidenreich,stacy.heidenreich.621@example.com,140 415 4293,EMP-10621,Software Engineer,2020-05-26,197561,EUR,DE,HR,true
Reda,Schulist,reda.schulist.622@example.com,894-813-7896,EMP-10622,Data Analyst,2021-05-31,91235,EUR,FR,SAL,true
Reid,O'Kon,reid.o'kon.623@example.com,149.777.1368,EMP-10623,Marketing Coordinator,2023-07-25,174077,JPY,JP,MKT,true
Ocie,Willms,ocie.willms.624@example.com,384 823 1101,EMP-10624,Legal Counsel,2023-09-04,106610,AUD,AU,OPS,true
Noella,Hickle,noella.hickle.625@example.com,(469) 810-4891,EMP-10625,DevOps Engineer,2020-04-06,181983,USD,US,SAL,true
Yasmine,Kshlerin,yasmine.kshlerin.626@example.com,(420) 730-5670,EMP-10626,Software Engineer,2024-06-16,112305,AUD,AU,MKT,false
Elene,Kshlerin,elene.kshlerin.627@example.com,595 037 4308,EMP-10627,Marketing Coordinator,2022-11-01,91672,INR,IN,FIN,true
Felecia,Huels,felecia.huels.628@example.com,(770) 031-1506,EMP-10628,Product Manager,2017-02-09,148137,CAD,CA,FIN,true
Lionel,Simonis,lionel.simonis.629@example.com,824.616.0823,EMP-10629,Data Analyst,2018-06-15,71709,CAD,CA,MKT,true
Gabriel,Schiller,gabriel.schiller.630@example.com,834 064 1956,EMP-10630,Sales Representative,2025-02-08,129120,GBP,UK,LEG,true
Neida,Wilkinson,neida.wilkinson.631@example.com,(300) 801-5347,EMP-10631,DevOps Engineer,2020-05-17,59042,USD,US,SAL,true
Elyse,Rogahn,elyse.rogahn.632@example.com,213.737.2877,EMP-10632,DevOps Engineer,2020-01-28,186857,JPY,JP,HR,true
Kristal,Quigley,kristal.quigley.633@example.com,(687) 534-7595,EMP-10633,System Administrator,2025-05-14,148889,AUD,AU,SAL,true
Florrie,Stracke,florrie.stracke.634@example.com,(916) 444-8461,EMP-10634,Product Manager,2023-10-13,92754,CAD,CA,FIN,true
Federico,Conn,federico.conn.635@example.com,442 336 5929,EMP-10635,Senior Developer,2018-09-15,119815,EUR,DE,FIN,true
Karyn,Blick,karyn.blick.636@example.com,(664) 211-5082,EMP-10636,DevOps Engineer,2016-05-21,77459,INR,IN,IT,true
Noe,Satterfield,noe.satterfield.637@example.com,142 064 5048,EMP-10637,Marketing Coordinator,2019-01-25,75584,GBP,UK,SAL,true
Dan,Kertzmann,dan.kertzmann.638@example.com,442 703 1266,EMP-10638,HR Specialist,2019-07-16,174810,EUR,DE,IT,true
Raquel,Sporer,raquel.sporer.639@example.com,864 873 2972,EMP-10639,Data Analyst,2019-10-21,59677,AUD,AU,LEG,true
Reyes,Anderson,reyes.anderson.640@example.com,459-519-2844,EMP-10640,System Administrator,2016-09-10,117051,EUR,DE,FIN,true
Walter,Witting,walter.witting.641@example.com,180.482.3738,EMP-10641,Legal Counsel,2017-10-27,150639,CAD,CA,SAL,true
Percy,Champlin,percy.champlin.642@example.com,905-796-5457,EMP-10642,HR Specialist,2017-11-16,113767,INR,IN,OPS,true
Carrie,Hauck,carrie.hauck.643@example.com,446.556.0044,EMP-10643,DevOps Engineer,2022-05-13,61245,EUR,DE,IT,true
Myrtie,Conroy,myrtie.conroy.644@example.com,931.271.2076,EMP-10644,Software Engineer,2025-06-02,108263,EUR,FR,MKT,true
Trey,Stanton,trey.stanton.645@example.com,837.192.0561,EMP-10645,Sales Representative,2021-10-05,64738,USD,US,OPS,false
Terrie,Kirlin,terrie.kirlin.646@example.com,220.282.1899,EMP-10646,Senior Developer,2018-08-20,59579,JPY,JP,FIN,true
Joel,Cummings,joel.cummings.647@example.com,370-718-1675,EMP-10647,System Administrator,2021-09-10,108027,GBP,UK,IT,true
Vance,Wintheiser,vance.wintheiser.648@example.com,204 829 0758,EMP-10648,Data Analyst,2018-09-18,54592,EUR,DE,OPS,true
Tara,Schroeder,tara.schroeder.649@example.com,327-508-7332,EMP-10649,Product Manager,2023-02-04,63318,AUD,AU,MKT,true
Deborah,Gislason,deborah.gislason.650@example.com,230-545-3675,EMP-10650,System Administrator,2021-11-13,125222,CAD,CA,SAL,true
Kortney,Gottlieb,kortney.gottlieb.651@example.com,525-255-6386,EMP-10651,Software Engineer,2025-12-29,82274,EUR,FR,IT,true
Emilio,Heidenreich,emilio.heidenreich.652@example.com,620 165 6043,EMP-10652,Sales Representative,2023-02-25,96048,USD,US,MKT,true
Gwenda,Windler,gwenda.windler.653@example.com,600.343.2806,EMP-10653,DevOps Engineer,2020-03-08,62512,GBP,UK,IT,true
Porter,Osinski,porter.osinski.654@example.com,862-724-1757,EMP-10654,DevOps Engineer,2017-07-20,107668,JPY,JP,SAL,true
Henrietta,Walsh,henrietta.walsh.655@example.com,(172) 553-8560,EMP-10655,DevOps Engineer,2020-05-24,113562,USD,US,IT,true
Natosha,Stamm,natosha.stamm.656@example.com,(436) 458-9489,EMP-10656,Data Analyst,2020-07-08,86507,GBP,UK,IT,true
Agustin,Jacobs,agustin.jacobs.657@example.com,(694) 598-0661,EMP-10657,DevOps Engineer,2020-04-14,136188,EUR,FR,ENG,true
Whitney,West,whitney.west.658@example.com,764-270-4363,EMP-10658,HR Specialist,2016-11-29,148381,USD,US,MKT,true
Buddy,Littel,buddy.littel.659@example.com,(859) 530-5905,EMP-10659,Senior Developer,2021-12-22,172404,EUR,FR,HR,true
Sook,Quigley,sook.quigley.660@example.com,406-768-5047,EMP-10660,Marketing Coordinator,2025-10-20,115164,JPY,JP,LEG,false
Julianna,Huels,julianna.huels.661@example.com,863.813.3659,EMP-10661,Software Engineer,2019-05-10,90060,GBP,UK,SAL,true
Claude,Pagac,claude.pagac.662@example.com,555-795-9850,EMP-10662,System Administrator,2020-10-01,155789,AUD,AU,OPS,true
Elba,Sanford,elba.sanford.663@example.com,158-547-8931,EMP-10663,HR Specialist,2019-04-03,110910,GBP,UK,FIN,true
Joesph,Gutkowski,joesph.gutkowski.664@example.com,923.639.3390,EMP-10664,Senior Developer,2022-11-27,131991,GBP,UK,ENG,true
Salvador,Maggio,salvador.maggio.665@example.com,476-732-2321,EMP-10665,Legal Counsel,2025-02-13,141833,INR,IN,LEG,true
Hollis,Mante,hollis.mante.666@example.com,205 197 5573,EMP-10666,DevOps Engineer,2022-08-08,104302,INR,IN,IT,true
Hunter,Wiegand,hunter.wiegand.667@example.com,738.119.2092,EMP-10667,Product Manager,2026-01-22,84251,JPY,JP,MKT,true
Milton,Schuppe,milton.schuppe.668@example.com,(269) 981-5234,EMP-10668,Data Analyst,2026-02-19,168488,CAD,CA,IT,true
Adolfo,Keebler,adolfo.keebler.669@example.com,214 099 5369,EMP-10669,DevOps Engineer,2017-02-05,145670,CAD,CA,IT,true
Domenic,Schmeler,domenic.schmeler.670@example.com,(234) 055-5130,EMP-10670,Sales Representative,2021-10-19,113415,EUR,DE,LEG,true
Vernetta,Lubowitz,vernetta.lubowitz.671@example.com,173.839.8779,EMP-10671,Legal Counsel,2018-12-02,165525,JPY,JP,IT,true
Sulema,Koss,sulema.koss.672@example.com,636.453.3376,EMP-10672,Senior Developer,2024-07-02,160858,GBP,UK,HR,true
Bell,Farrell,bell.farrell.673@example.com,(130) 970-1854,EMP-10673,Senior Developer,2022-06-12,90029,EUR,FR,LEG,true
Ahmad,Metz,ahmad.metz.674@example.com,962.206.8581,EMP-10674,Product Manager,2023-09-29,189595,CAD,CA,IT,true
Claud,Bogisich,claud.bogisich.675@example.com,752-228-4424,EMP-10675,Senior Developer,2017-10-26,118343,EUR,FR,SAL,true
Mia,Runolfsdottir,mia.runolfsdottir.676@example.com,494-141-5098,EMP-10676,HR Specialist,2024-01-22,98455,EUR,FR,ENG,true
Sanford,Prosacco,sanford.prosacco.677@example.com,980.175.9476,EMP-10677,Legal Counsel,2019-05-08,137806,INR,IN,LEG,true
Adela,Hayes,adela.hayes.678@example.com,(396) 170-9630,EMP-10678,HR Specialist,2024-10-29,182640,USD,US,MKT,true
Giuseppe,Vandervort,giuseppe.vandervort.679@example.com,273.645.9272,EMP-10679,Marketing Coordinator,2024-02-21,139013,INR,IN,IT,true
Danyelle,Bruen,danyelle.bruen.680@example.com,188 403 9599,EMP-10680,Data Analyst,2018-11-17,40008,EUR,DE,SAL,true
Leo,Walter,leo.walter.681@example.com,(106) 159-0498,EMP-10681,System Administrator,2024-12-21,189230,EUR,DE,OPS,true
Scot,Little,scot.little.682@example.com,(362) 205-9552,EMP-10682,Product Manager,2017-11-28,61632,USD,US,MKT,true
Keiko,Predovic,keiko.predovic.683@example.com,(322) 963-8162,EMP-10683,Marketing Coordinator,2017-03-06,54217,EUR,FR,LEG,true
Georgetta,Raynor,georgetta.raynor.684@example.com,615 003 3502,EMP-10684,HR Specialist,2024-07-07,89433,JPY,JP,OPS,true
Antonietta,Weber,antonietta.weber.685@example.com,616.675.4774,EMP-10685,Senior Developer,2022-10-08,105794,AUD,AU,ENG,true
Sheridan,Klocko,sheridan.klocko.686@example.com,369.686.9652,EMP-10686,Legal Counsel,2018-08-16,45919,GBP,UK,ENG,true
Karan,Weber,karan.weber.687@example.com,421.179.6550,EMP-10687,Product Manager,2024-10-05,98501,JPY,JP,SAL,true
Jayme,Rempel,jayme.rempel.688@example.com,147 319 5857,EMP-10688,Data Analyst,2021-12-27,107283,CAD,CA,MKT,true
Kris,Schamberger,kris.schamberger.689@example.com,(742) 641-6325,EMP-10689,Senior Developer,2018-03-07,125009,GBP,UK,MKT,true
Hassan,Williamson,hassan.williamson.690@example.com,728.222.8028,EMP-10690,HR Specialist,2024-08-10,168837,EUR,FR,OPS,true
Lindsay,Koch,lindsay.koch.691@example.com,198-440-4561,EMP-10691,Software Engineer,2017-03-03,86365,USD,US,FIN,true
Bernita,Green,bernita.green.692@example.com,131-106-5625,EMP-10692,Product Manager,2022-09-06,66177,JPY,JP,LEG,true
Boyce,Thompson,boyce.thompson.693@example.com,336 941 2995,EMP-10693,Data Analyst,2025-02-10,48852,USD,US,FIN,true
Stanley,Rau,stanley.rau.694@example.com,278-116-1397,EMP-10694,Software Engineer,2018-10-30,107270,CAD,CA,ENG,true
Katelynn,Lakin,katelynn.lakin.695@example.com,(372) 897-8610,EMP-10695,System Administrator,2020-05-16,53225,INR,IN,SAL,true
Sung,Harvey,sung.harvey.696@example.com,340 902 5831,EMP-10696,Senior Developer,2018-10-04,119380,INR,IN,ENG,true
Denise,Strosin,denise.strosin.697@example.com,545 085 6859,EMP-10697,DevOps Engineer,2019-11-27,182841,INR,IN,HR,true
Vernon,Langosh,vernon.langosh.698@example.com,672 713 0885,EMP-10698,Senior Developer,2025-09-23,87065,INR,IN,MKT,true
Marty,Nolan,marty.nolan.699@example.com,(913) 804-7012,EMP-10699,HR Specialist,2022-09-20,137548,USD,US,FIN,true
Felton,Quigley,felton.quigley.700@example.com,736-116-2915,EMP-10700,Product Manager,2024-02-09,59635,INR,IN,SAL,true
Jonah,Feil,jonah.feil.701@example.com,189-212-3322,EMP-10701,Senior Developer,2016-12-14,122199,JPY,JP,LEG,true
Onita,Gerhold,onita.gerhold.702@example.com,632.130.1048,EMP-10702,Sales Representative,2018-10-14,106167,CAD,CA,SAL,true
Merlin,Kertzmann,merlin.kertzmann.703@example.com,777 086 9321,EMP-10703,Legal Counsel,2024-05-31,124016,CAD,CA,HR,true
Rickie,Cummerata,rickie.cummerata.704@example.com,629 829 2865,EMP-10704,Legal Counsel,2024-06-08,52269,INR,IN,MKT,true
Carmen,Abshire,carmen.abshire.705@example.com,(777) 436-6417,EMP-10705,DevOps Engineer,2025-01-13,190956,GBP,UK,FIN,true
Dane,Volkman,dane.volkman.706@example.com,554.267.3466,EMP-10706,Data Analyst,2023-11-08,81955,JPY,JP,FIN,true
